video_id,instance_id,bbox,fps,frame_start,frame_end,url,word,class_id
07073,27,"[64, 0, 273, 240]",25,1,-1,https://www.handspeak.com/word/b/books-pile.mp4,BOOK,0
67424,28,"[128, 20, 383, 360]",25,1,-1,https://youtu.be/3-GrhsVs830,BOOK,0
07074,29,"[82, 11, 212, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/14/14326.mp4,BOOK,0
07075,30,"[386, 48, 942, 720]",25,1,-1,https://www.youtube.com/watch?v=Kwvw-K6GYW8,BOOK,0
07076,31,"[362, 43, 945, 720]",25,1,-1,https://www.youtube.com/watch?v=XjWSfh50kAU,BOOK,0
07077,32,"[25, 4, 223, 240]",25,1,-1,http://www.aslpro.com/main/b/book_accounting.swf,BOOK,0
07078,33,"[28, 4, 226, 240]",25,1,-1,http://www.aslpro.com/main/b/book_algebra.swf,BOOK,0
07079,34,"[15, 2, 238, 240]",25,1,-1,http://www.aslpro.com/main/b/book_anatomy.swf,BOOK,0
07080,35,"[28, 2, 226, 240]",25,1,-1,http://www.aslpro.com/main/b/book_art_history.swf,BOOK,0
07081,36,"[23, 2, 226, 240]",25,1,-1,http://www.aslpro.com/main/b/book_art.swf,BOOK,0
07082,37,"[30, 3, 228, 240]",25,1,-1,http://www.aslpro.com/main/b/book_business.swf,BOOK,0
07083,38,"[0, 3, 260, 240]",25,1,-1,http://www.aslpro.com/main/b/book_chemistry.swf,BOOK,0
07084,39,"[29, 4, 225, 240]",25,1,-1,http://www.aslpro.com/main/b/book_coloring.swf,BOOK,0
69302,0,"[551, 68, 1350, 1080]",25,1,-1,http://aslbricks.org/New/ASL-Videos/drink.mp4,DRINK,1
65539,1,"[153, 11, 488, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-119.mp4,DRINK,1
70173,2,"[142, 20, 501, 480]",25,5710,5831,https://www.youtube.com/watch?v=F5Wef1_PtLk,DRINK,1
68538,3,"[112, 13, 529, 356]",25,1,71,https://www.youtube.com/watch?v=HZMTQJdBZ9g,DRINK,1
68042,4,"[110, 0, 1160, 720]",25,1,-1,https://www.youtube.com/watch?v=KRc_WYI1DgA,DRINK,1
68660,5,"[312, 19, 908, 720]",25,1,54,https://www.youtube.com/watch?v=Lk2Vws8homw,DRINK,1
68041,6,"[116, 0, 1166, 720]",25,1,-1,https://www.youtube.com/watch?v=Nc7rSopCpI8,DRINK,1
17725,7,"[300, 63, 882, 720]",25,1,-1,https://www.youtube.com/watch?v=537MWOtCl78,DRINK,1
17726,8,"[318, 29, 951, 720]",25,1,-1,https://www.youtube.com/watch?v=6gU3Ln98sWA,DRINK,1
17727,9,"[232, 55, 838, 720]",25,1,-1,https://www.youtube.com/watch?v=Ddd2ZZNFhVI,DRINK,1
17728,10,"[337, 0, 994, 720]",25,1,-1,https://www.youtube.com/watch?v=g3rl9_LYqzI,DRINK,1
17710,11,"[196, 15, 521, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/drink.mp4,DRINK,1
17729,12,"[350, 0, 999, 720]",25,1,-1,https://www.youtube.com/watch?v=i0opsQ2zB1Q,DRINK,1
17730,13,"[334, 0, 997, 720]",25,1,-1,https://www.youtube.com/watch?v=k6cNmM9WgUs,DRINK,1
17731,14,"[348, 43, 933, 720]",25,1,-1,https://www.youtube.com/watch?v=LqJM7wcUixQ,DRINK,1
17732,15,"[0, 4, 206, 240]",25,1,-1,http://www.aslpro.com/main/d/drink.swf,DRINK,1
17733,16,"[186, 63, 551, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/drink-alcohol.mp4,DRINK,1
65540,17,"[167, 19, 480, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DR/DRINK-120.mp4,DRINK,1
17734,18,"[183, 55, 552, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/drink.mp4,DRINK,1
17711,19,"[289, 9, 783, 480]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink%20(correct)-0UzEF7ru0sQ.mp4,DRINK,1
17712,20,"[673, 90, 1571, 1072]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Drink-L6hHRIQzWBo.mp4,DRINK,1
17713,21,"[28, 0, 542, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1467773819.9825.mp4,DRINK,1
17714,22,"[53, 9, 579, 480]",25,1,-1,https://www.handspeak.com/word/d/drink2.mp4,DRINK,1
17715,23,"[57, 0, 586, 480]",25,1,-1,https://www.handspeak.com/word/d/drink-alcohol.mp4,DRINK,1
17716,24,"[113, 0, 493, 360]",25,1,-1,https://www.handspeak.com/word/d/drink-british.mp4,DRINK,1
17717,25,"[112, 0, 509, 360]",25,1,-1,https://www.handspeak.com/word/d/drink.mp4,DRINK,1
17718,26,"[84, 0, 506, 360]",25,1,-1,https://www.handspeak.com/word/d/drink-mug.mp4,DRINK,1
17709,27,"[41, 9, 257, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/153289.mp4,DRINK,1
67594,28,"[98, 13, 372, 360]",25,1,-1,https://youtu.be/yawcLQIhQiE,DRINK,1
17719,29,"[124, 0, 542, 360]",25,1,-1,https://www.handspeak.com/word/d/drink-plu.mp4,DRINK,1
17720,30,"[49, 3, 220, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/14/14885.mp4,DRINK,1
17721,31,"[66, 19, 209, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,DRINK,1
17722,32,"[66, 19, 209, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23388.mp4,DRINK,1
17723,33,"[65, 20, 208, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23389.mp4,DRINK,1
17724,34,"[68, 18, 220, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/7/7796.mp4,DRINK,1
12306,0,"[0, 0, 360, 240]",25,5122,5181,https://www.youtube.com/watch?v=PPmQd2zWdP0,COMPUTER,2
68028,1,"[111, 0, 1198, 720]",25,1,-1,https://www.youtube.com/watch?v=H-tAzh-nuV8,COMPUTER,2
69054,2,"[110, 16, 549, 360]",25,1,72,https://www.youtube.com/watch?v=YEFd7zsUNXU,COMPUTER,2
12328,3,"[56, 11, 240, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6326.mp4,COMPUTER,2
12329,4,"[317, 42, 1077, 720]",25,1,-1,https://www.youtube.com/watch?v=97IwdVSOQho,COMPUTER,2
12330,5,"[299, 34, 1066, 720]",25,1,-1,https://www.youtube.com/watch?v=cujhpwWi1yY,COMPUTER,2
12312,6,"[422, 50, 824, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer-2.mp4,COMPUTER,2
12331,7,"[320, 47, 961, 720]",25,1,-1,https://www.youtube.com/watch?v=fY11M3Dxxx0,COMPUTER,2
12332,8,"[331, 67, 869, 720]",25,1,-1,https://www.youtube.com/watch?v=lVo6MByRMHY,COMPUTER,2
12333,9,"[256, 28, 1084, 720]",25,1,-1,https://www.youtube.com/watch?v=-_RSZM-lLXE,COMPUTER,2
12335,11,"[321, 1, 953, 720]",25,1,-1,https://www.youtube.com/watch?v=vK4GwJaDcWU,COMPUTER,2
12336,12,"[386, 67, 872, 720]",25,1,-1,https://www.youtube.com/watch?v=-wmqgdmwySo,COMPUTER,2
12311,13,"[27, 0, 313, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/51378.mp4,COMPUTER,2
12337,14,"[8, 1, 251, 240]",25,1,-1,http://www.aslpro.com/main/c/computer.swf,COMPUTER,2
12338,15,"[221, 42, 501, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/computer.mp4,COMPUTER,2
12313,16,"[409, 51, 833, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/computer.mp4,COMPUTER,2
12314,17,"[257, 38, 1684, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%203-ZIm7kG5ie_M.mp4,COMPUTER,2
12315,18,"[436, 35, 1765, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/Computer%205-wOn7bu44o4s.mp4,COMPUTER,2
12316,19,"[412, 18, 1698, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%201-_2YnCKHJy6U.mp4,COMPUTER,2
12317,20,"[473, 44, 1708, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%202-_HHzYqXw-xU.mp4,COMPUTER,2
12318,21,"[365, 45, 1673, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Computer%204-1f6Cc5NXBgw.mp4,COMPUTER,2
12319,22,"[494, 99, 1414, 1077]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Republic%20of%20Congo-b6U1CIWIPIw.mp4,COMPUTER,2
12320,23,"[74, 19, 565, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466901185.5915.mp4,COMPUTER,2
67519,24,"[96, 17, 417, 360]",25,1,-1,https://youtu.be/u1xoXux2NaE,COMPUTER,2
12321,25,"[115, 0, 561, 480]",25,1,-1,https://www.handspeak.com/word/c/computer-arm2.mp4,COMPUTER,2
12322,26,"[107, 0, 534, 480]",25,1,-1,https://www.handspeak.com/word/c/computer-arm.mp4,COMPUTER,2
12323,27,"[14, 0, 521, 480]",25,1,-1,https://www.handspeak.com/word/c/computer-head.mp4,COMPUTER,2
12324,28,"[120, 9, 522, 360]",25,1,-1,https://www.handspeak.com/word/c/computer-old2.mp4,COMPUTER,2
12326,30,"[69, 9, 214, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6011.mp4,COMPUTER,2
12327,31,"[63, 0, 218, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6012.mp4,COMPUTER,2
05724,0,"[0, 0, 360, 240]",25,1733,1779,https://www.youtube.com/watch?v=pDqITge_TGs,BEFORE,3
70348,1,"[185, 50, 419, 360]",25,4778,4873,https://www.youtube.com/watch?v=bq-HmgjGzmw,BEFORE,3
68007,2,"[121, 26, 1003, 720]",25,1,-1,https://www.youtube.com/watch?v=IYH-gBXXl8I,BEFORE,3
05744,3,"[156, 14, 493, 360]",25,1,-1,https://www.youtube.com/watch?v=MvtVsr3P098,BEFORE,3
05746,5,"[142, 12, 493, 360]",25,1,-1,https://www.youtube.com/watch?v=PeO4kaKvoVM,BEFORE,3
05728,6,"[624, 70, 1587, 1070]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before%202-02xxXtC3G8c.mp4,BEFORE,3
05747,7,"[327, 2, 1071, 720]",25,1,-1,https://www.youtube.com/watch?v=TQMe2WDz9QE,BEFORE,3
05748,8,"[15, 12, 206, 240]",25,1,-1,http://www.aslpro.com/main/b/before.swf,BEFORE,3
05749,9,"[167, 52, 512, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/before3.mp4,BEFORE,3
05750,10,"[171, 52, 513, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/before.mp4,BEFORE,3
05729,11,"[300, 12, 1202, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-kM8O_piLegw.mp4,BEFORE,3
05730,12,"[712, 64, 1652, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Before-Se78WI3j-mI.mp4,BEFORE,3
65167,13,"[190, 0, 504, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BE/BEFORE-37.mp4,BEFORE,3
05731,14,"[570, 98, 1535, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Last-0SLfkAHELAs.mp4,BEFORE,3
05732,15,"[103, 25, 528, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466681314.2550.mp4,BEFORE,3
05733,16,"[95, 23, 533, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466681379.1244.mp4,BEFORE,3
05734,17,"[129, 0, 555, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468755772.9751.mp4,BEFORE,3
05735,18,"[30, 4, 550, 480]",25,1,-1,https://www.handspeak.com/word/b/before-long.mp4,BEFORE,3
05736,19,"[59, 0, 303, 240]",25,1,-1,https://www.handspeak.com/word/b/before.mp4,BEFORE,3
05727,20,"[386, 45, 810, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/before.mp4,BEFORE,3
05737,21,"[102, 11, 532, 480]",25,1,-1,https://www.handspeak.com/word/b/before-past.mp4,BEFORE,3
05739,23,"[74, 23, 209, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22829.mp4,BEFORE,3
05740,24,"[90, 22, 203, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22831.mp4,BEFORE,3
05741,25,"[65, 9, 219, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/5/5971.mp4,BEFORE,3
05742,26,"[67, 14, 216, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6164.mp4,BEFORE,3
05743,27,"[43, 3, 212, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/9/9194.mp4,BEFORE,3
09847,0,"[0, 0, 360, 240]",25,1830,1889,https://www.youtube.com/watch?v=PPmQd2zWdP0,CHAIR,4
70230,1,"[127, 41, 449, 360]",25,2101,2231,https://www.youtube.com/watch?v=4Nh1iFv2BMc,CHAIR,4
68580,2,"[340, 12, 944, 720]",25,1,51,https://www.youtube.com/watch?v=j2hvnGiBrRI,CHAIR,4
70263,3,"[112, 39, 426, 360]",25,3092,3209,https://www.youtube.com/watch?v=WGfiiDgrq1I,CHAIR,4
68019,4,"[229, 3, 672, 480]",25,1,-1,https://www.youtube.com/watch?v=zICB0wesqvY,CHAIR,4
09865,6,"[0, 10, 245, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_stacking.swf,CHAIR,4
09866,7,"[18, 6, 247, 240]",25,1,-1,http://www.aslpro.com/main/c/chair.swf,CHAIR,4
09848,8,"[40, 6, 266, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/74909.mp4,CHAIR,4
09867,9,"[5, 9, 250, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_wood.swf,CHAIR,4
09869,11,"[183, 55, 560, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/chair.mp4,CHAIR,4
09849,12,"[388, 56, 806, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/chair.mp4,CHAIR,4
09850,13,"[667, 144, 1472, 1061]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Chair-mVdtJjs-_20.mp4,CHAIR,4
09851,14,"[102, 22, 563, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466729509.9229.mp4,CHAIR,4
65328,15,"[169, 15, 476, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CH/CHAIR-378.mp4,CHAIR,4
09853,17,"[60, 0, 306, 240]",25,1,-1,https://www.handspeak.com/word/c/chair.mp4,CHAIR,4
09854,18,"[81, 15, 233, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/7/7821.mp4,CHAIR,4
09855,19,"[288, 29, 1001, 720]",25,1,-1,https://www.youtube.com/watch?v=8vc2vD9N4tk,CHAIR,4
09856,20,"[273, 88, 902, 720]",25,1,-1,https://www.youtube.com/watch?v=dXz1i9gTR4w,CHAIR,4
67483,21,"[92, 19, 395, 360]",25,1,-1,https://youtu.be/K47c4lIJQvI,CHAIR,4
09857,22,"[15, 8, 245, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_director.swf,CHAIR,4
09858,23,"[0, 8, 249, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_folding.swf,CHAIR,4
09859,24,"[0, 8, 247, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_lawn_folding.swf,CHAIR,4
09860,25,"[1, 8, 252, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_lawn.swf,CHAIR,4
09861,26,"[18, 5, 242, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_loveseat.swf,CHAIR,4
09862,27,"[10, 9, 248, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_recliner.swf,CHAIR,4
09863,28,"[5, 8, 239, 240]",25,1,-1,http://www.aslpro.com//main/c/chair_rocking_1.swf,CHAIR,4
24857,0,"[0, 0, 360, 240]",25,887,926,https://www.youtube.com/watch?v=YdHKN_wHZqo,GO,5
69345,1,"[268, 38, 898, 720]",25,1,-1,http://aslbricks.org/New/ASL-Videos/go.mp4,GO,5
68292,2,"[93, 11, 559, 360]",25,1,65,https://www.youtube.com/watch?v=7IkKMzvSsFM,GO,5
24955,3,"[79, 22, 201, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,GO,5
24956,4,"[81, 22, 199, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23401.mp4,GO,5
24941,8,"[187, 18, 526, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/go.mp4,GO,5
24960,9,"[78, 25, 214, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,GO,5
24961,10,"[78, 25, 214, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23517.mp4,GO,5
24962,11,"[88, 25, 217, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23519.mp4,GO,5
24965,15,"[201, 38, 837, 720]",25,1,-1,https://www.youtube.com/watch?v=jknOnIhAbNo,GO,5
24969,19,"[239, 20, 942, 720]",25,1,-1,https://www.youtube.com/watch?v=ZEyH-t5ALCs,GO,5
24970,21,"[239, 20, 942, 720]",25,1,-1,https://www.youtube.com/watch?v=ZEyH-t5ALCs,GO,5
24971,22,"[345, 51, 948, 720]",25,1,-1,https://www.youtube.com/watch?v=ZyL9f_qoGug,GO,5
24972,23,"[2, 9, 248, 240]",25,1,-1,http://www.aslpro.com/main/g/go.swf,GO,5
65824,24,"[149, 9, 591, 370]",25,1,-1,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/GO/GO-469.mp4,GO,5
24973,25,"[229, 42, 573, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/go.mp4,GO,5
24943,26,"[283, 19, 812, 480]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20go-c3j44FTrL9c.mp4,GO,5
24946,29,"[607, 62, 1534, 1075]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20To%20Go-BeOwDK5YI0U.mp4,GO,5
24947,30,"[58, 2, 557, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1468549286.5649.mp4,GO,5
24948,31,"[37, 7, 273, 240]",25,1,-1,https://www.handspeak.com/word/g/go.mp4,GO,5
24940,33,"[37, 1, 284, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/58507.mp4,GO,5
67715,34,"[106, 19, 343, 360]",25,1,-1,https://youtu.be/QfVrSA3yrSc,GO,5
24950,35,"[4, 9, 525, 480]",25,1,-1,https://www.handspeak.com/word/g/go-to2.mp4,GO,5
24951,36,"[13, 1, 526, 480]",25,1,-1,https://www.handspeak.com/word/g/go-to.mp4,GO,5
24952,37,"[32, 14, 204, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/22/22235.mp4,GO,5
24954,39,"[79, 22, 201, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/23/23400.mp4,GO,5
11305,0,"[0, 0, 360, 240]",25,3938,3997,https://www.youtube.com/watch?v=PPmQd2zWdP0,CLOTHES,6
68870,1,"[348, 11, 932, 720]",25,1,51,https://www.youtube.com/watch?v=RVnoNW53qFU,CLOTHES,6
68024,2,"[210, 0, 661, 480]",25,1,-1,https://www.youtube.com/watch?v=Xmrvvk8l3_w,CLOTHES,6
11327,3,"[0, 5, 255, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes.swf,CLOTHES,6
11328,4,"[14, 8, 243, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_winter.swf,CLOTHES,6
11310,5,"[403, 67, 893, 720]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/clothes.mp4,CLOTHES,6
11329,6,"[12, 7, 236, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_womens.swf,CLOTHES,6
11330,7,"[165, 51, 578, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/clothes.mp4,CLOTHES,6
11311,8,"[70, 21, 614, 480]",25,1,-1,https://media.asldeafined.com/vocabulary/1466899298.7370.mp4,CLOTHES,6
11312,9,"[42, 0, 612, 480]",25,1,-1,https://www.handspeak.com/word/c/clothes.mp4,CLOTHES,6
11313,10,"[56, 8, 243, 192]",25,1,-1,https://www.signingsavvy.com/signs/mp4/6/6566.mp4,CLOTHES,6
11314,11,"[242, 43, 1134, 720]",25,1,-1,https://www.youtube.com/watch?v=06hMAkUdQgg,CLOTHES,6
11315,12,"[341, 49, 999, 720]",25,1,-1,https://www.youtube.com/watch?v=15czV0-SagI,CLOTHES,6
11309,13,"[21, 2, 304, 240]",25,1,-1,https://media.spreadthesign.com/video/mp4/13/399310.mp4,CLOTHES,6
11316,14,"[320, 28, 968, 720]",25,1,-1,https://www.youtube.com/watch?v=mda48XkT9gQ,CLOTHES,6
11317,15,"[3, 6, 240, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_boys.swf,CLOTHES,6
11318,16,"[0, 6, 224, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_designer.swf,CLOTHES,6
11319,17,"[12, 7, 234, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_fall.swf,CLOTHES,6
11320,18,"[5, 9, 242, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_girls.swf,CLOTHES,6
11321,19,"[7, 7, 232, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_irregular.swf,CLOTHES,6
11322,20,"[3, 8, 228, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_mens.swf,CLOTHES,6
11323,21,"[8, 5, 238, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_petite.swf,CLOTHES,6
11324,22,"[0, 9, 254, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_plus_size.swf,CLOTHES,6
11325,23,"[14, 8, 238, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_spring.swf,CLOTHES,6
11326,24,"[13, 8, 241, 240]",25,1,-1,http://www.aslpro.com//main/c/clothes_summer.swf,CLOTHES,6
63219,0,"[0, 0, 360, 240]",25,2159,2235,https://www.youtube.com/watch?v=A5dihMAjeTE,WHO,7
69534,1,"[381, 45, 868, 720]",25,1,-1,http://aslbricks.org/New/ASL-Videos/who.mp4,WHO,7
68890,2,"[343, 21, 928, 720]",25,1,54,https://www.youtube.com/watch?v=SQUHKsHMUiw,WHO,7
68183,3,"[196, 11, 606, 480]",25,1,-1,https://www.youtube.com/watch?v=Xx8ZjswBRLY,WHO,7
63239,4,"[356, 43, 951, 720]",25,1,-1,https://www.youtube.com/watch?v=pBnGrdxhxHQ,WHO,7
63240,5,"[333, 18, 917, 720]",25,1,-1,https://www.youtube.com/watch?v=_V31e361KV8,WHO,7
63241,6,"[25, 8, 223, 240]",25,1,-1,http://www.aslpro.com/main/w/who.swf,WHO,7
63242,7,"[188, 55, 546, 400]",25,1,-1,http://www.aslsearch.com/signs/videos/who.mp4,WHO,7
63226,8,"[235, 15, 526, 414]",25,1,-1,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/who.mp4,WHO,7
63227,9,"[687, 96, 1421, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who%202-P20hHY3qUEQ.mp4,WHO,7
63228,10,"[693, 88, 1401, 1080]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-rehp_kwiS-I.mp4,WHO,7
63229,11,"[655, 72, 1505, 1071]",25,1,-1,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Who-wmIY6Yo-vp8.mp4,WHO,7
